ad_id,period,budget_real,target_CPA_real,conversion_real,conversion_model,CPA_real,CPA_model,spend_real,spend_model,total_win_real,total_win_model,win_rate_real,win_rate_model,budget_used_real,budget_used_model,CPA_violation_real,CPA_violation_model
39801836,20260207,10.45719,1.15,3.74633019,4.170313868588274,1.0395319692843197,2.507529980218608,3.89443,10.457189559936522,1189,18,0.020152542372881357,0.6206896551724138,0.37241649047210573,0.9999999088020518,-0.09605915714406978,1.180460897569432
40094971,20260207,12.32876712328767,1.53,5.453421629999999,5.019870582709976,1.5977326880555174,2.4559924730503293,8.71311,12.328766822814943,1266,14,0.00809462915601023,0.3684210526315789,0.7067300333333334,0.9999999226464208,0.0442697307552401,0.6052238686118644
43248022,20260207,6.674759999999999,1.18,7.7514149399999965,3.089792997451231,0.7036341161217725,2.16026048024986,5.45416,6.674759864807131,1234,8,0.0017424456368257553,0.32,0.8171320017498758,0.999999857122324,-0.4036999015917182,0.8307293019283333
46398308,20260207,19.791010000000004,1.49,24.211410569999995,8.116112140332852,0.5822147354547961,2.438483737320406,14.09624,19.791009902954105,17809,28,0.028636436726161764,0.7777777777777778,0.7122547055455986,0.999999903625512,-0.6092518553994657,0.6365662561831502
46573939,20260207,432.71963,80.19,3.0510733199999986,2.5974723295,28.255768039032258,159.43651467432704,86.21042,414.1320946149999,78283,273,0.016314056475982077,0.0047126891839411,0.19922927924485423,0.9570448417614648,-0.647639755093749,0.9882343162518936
48623756,20260207,146.44096,1.33,36.671605389999996,50.80970710386031,0.8267388263363945,2.8821453460385302,30.317839999999997,146.4409637451172,3881,34,0.010991220617388841,0.8292682926829268,0.20703114756964172,1.0,-0.3783918598974478,1.1670265060449938
49311445,20260207,431.8523599999999,1.8,279.38898144000007,90.76037748567566,1.1955223798678374,4.758159487239123,334.01577999999995,431.8523559570313,25292,122,0.001249592395332062,0.6703296703296703,0.7734490092864145,1.0,-0.3358209000734237,1.643422007381837
49847522,20260207,937.1593,1.84,756.1369726700001,251.96363236049783,1.1993375443575636,3.719422875669399,906.86346,937.159301757813,43366,164,0.005254064794397732,0.7488584474885844,0.9676726891575423,1.0000000000000004,-0.34818611719697634,1.0214254392375246
49902302,20260207,13.933519999999998,5.21,2.9056562999999986,0.9201695554310528,2.7783705870511954,15.142323599509764,8.07299,13.933520317077637,89933,4,0.013377313024335098,0.0291970802919708,0.5793934339635642,0.999999931555398,-0.46672349576752487,1.906396063078609
49990380,20260207,24.52830188679245,1.48,8.081450539999999,9.214054421563686,0.6440873422706117,2.6620527136845737,5.205159999999999,24.52830123901367,2063,54,0.0027495668399306946,0.2769230769230769,0.21221036923076925,0.9999999222388672,-0.5648058498171542,0.7986842428225638
