experiment,avg_conversion,avg_CPA,avg_CPA_violation,avg_budget_used,avg_win_rate,avg_spend
thresh0_lambda25,51.960697164571,79.30468838446242,2.158427300872136,0.7005712310527863,0.1503718208613209,280.8423641822868
thresh0_lambda50,53.26130766851822,86.55050677138102,2.574314679007116,0.9108281380225002,0.3312559324263379,478.6204838591629
thresh0_lambda75,46.131364879284575,5.842465270204715,-0.1798712756175405,0.2523426247542794,0.5073175571261721,169.27351869838472
thresh20_lambda25,38.584184218117215,126.31954672306536,3.8024029517308864,0.7269423707496315,0.7691047300803497,385.51227608773297
thresh20_lambda50,1.175528227937956,12.61000683596295,-0.2647830941379933,0.1156050367884035,0.0635589502330313,23.55424570289321
thresh20_lambda75,18.73254130417753,32.76225465754628,4.052280109672458,0.3908311343477095,0.084492628395049,70.40873776766075
thresh50_lambda25,45.11755772607258,13.43575652687738,0.9703626391018044,0.3811883415404385,0.27382627914336,167.1698065037616
thresh50_lambda50,53.88628945275844,34.86503950401802,1.742770209978276,0.5916721649030537,0.4319887036696097,272.50946520867444
thresh50_lambda75,49.91579091586173,29.858014148888422,0.7767289739295652,0.4390878815533022,0.0799401475342438,258.8177544548148
