ad_id,period,budget,target_CPA,conversion,CPA,budget_used,win_rate,spend,total_win,trajectory_length,CPA_violation
46573939,20260207,432.71963,80.19,3.0510733199999986,28.255768039032258,0.19922927924485423,0.016314056475982077,86.21042,78283,72,-0.647639755093749
51094622,20260207,377.10074,304.69,3.0487181499999987,143.902347942528,1.1633965502162633,0.02253535021374548,438.71770000000004,20559,72,-0.5277089896533264
53731452,20260207,194.1747572815534,79.32,0.0548519499999991,119.63658539031171,0.033795845,0.0072627438124897555,6.5623000000000005,4431,72,0.5082776776388265
54524974,20260207,38.62359550561798,1100.0,0.0039551199999995,512.2221323247477,0.05245239272727273,0.0009708968521084934,2.0259,2452,72,-0.5343435160684112
54562194,20260207,194.1747572815534,79.32,0.3278965799999997,45.45948603672539,0.07676595149999997,0.0014174757281553397,14.906009999999997,2409,72,-0.42688494658692144
57654377,20260207,2386.38826,430.5,4.378679559999998,505.21757751097016,0.9270016606601977,0.0321610743339868,2212.18588,339592,72,0.17355999421828144
57795555,20260207,577.2744,290.0,1.133149469999998,113.5467856680904,0.22288443762619647,0.0519637660907163,128.66548,948240,72,-0.6084593597652055
58417305,20260207,1.0332357499569484,52.0,0.00749337,0.0,0.0,0.0031913720625732205,0.0,37048,72,-1.0
58419221,20260207,46.08294930875576,52.0,0.949742499999999,16.274147992745416,0.33540062499999995,0.047577437760475794,15.456249999999997,1948710,72,-0.6870356155241267
58435300,20260207,48.31349,57.2,1.7800080499999984,25.441873703885797,0.9373518659074307,0.08910576504187037,45.286739999999995,920418,72,-0.5552119981838147
58544782,20260207,11.096610000000002,52.0,0.7104463299999981,18.122790499882,1.160288592642257,0.029093213613049194,12.875269999999999,736806,72,-0.6514847980791922
59789974,20260207,7.079646017699115,270.0,0.048692969999999405,121.2910200384177,0.8342253249999999,0.0012187417741510924,5.90602,1389,72,-0.5507739998577122
59851958,20260207,3043.8813700000005,91.58,19.084504250000002,110.35471146702697,0.6919011301678948,0.010308074534161491,2106.06496,4149,72,0.20500886074499863
60134489,20260207,1000.0,300.0,1.6652470899999985,299.996476799128,0.49956825999999993,0.0057459262774877395,499.56825999999995,18160,72,-1.1744002906652895e-05
60394559,20260207,1.0332357499569484,52.0,0.00042083,0.0,0.0,0.0003385719829258828,0.0,1745,72,-1.0
60395737,20260207,17.623949999999997,52.0,0.8606289799999988,16.543842156000863,0.8078841576377602,0.018604756129669747,14.238110000000002,1830148,72,-0.6818491893076757
60503054,20260207,4002.55829,900.0,5.135001049999998,611.4705273526674,0.7844737221803207,0.06475336520015347,3139.9017999999996,1620181,72,-0.3205883029414806
60505342,20260207,1287.7824600000004,483.0,2.494942609999998,425.03862243147984,0.8234674744676983,0.04588063467417148,1060.44697,472777,72,-0.1200028521087374
60547751,20260207,192.36432,54.68,2.4952917799999974,40.42407417380267,0.5243688642467584,0.15597626963550404,100.86986,2556841,72,-0.2607155418104851
60547769,20260207,21.234762092017306,54.68,0.0717451299999981,8.100201365584192,0.027367860185185184,0.03380315072887336,0.58115,569049,72,-0.8518617160646637
60769562,20260207,583.7024200000001,400.0,2.0659779499999984,279.36323328136217,0.98878856798298,0.058614877886401066,577.15828,167281,72,-0.3015919167965946
60906649,20260207,4.077471967380224,52.0,0.2873187599999986,10.01208553176275,0.7055008650000001,0.00945419410051486,2.87666,684928,72,-0.8074598936199471
61027483,20260207,4.077471967380224,52.0,0.3563199199999988,8.884235268126492,0.7763707575,0.0309867187249976,3.1656299999999997,968242,72,-0.8291493217667983
61098328,20260207,175.43859649122808,52.0,0.2929606599999988,13.9853931241144,0.023353869,0.3797032640949555,4.09717,12796,72,-0.7310501322285692
61109358,20260207,21.234762092017306,54.68,0.24533726999999983,6.697922415130817,0.07738490277777776,0.024310506566604127,1.64325,253967,72,-0.8775069053560567
61136703,20260207,28.116213683224,52.0,0.1347540599999996,16.376129965954323,0.07848674166666665,0.47425,2.20675,5691,72,-0.6850744237316477
61185698,20260207,7.1040600000000005,52.0,0.42989980999999794,16.52492007381914,1.0,0.017067287111402173,7.1040600000000005,1136270,72,-0.6822130755034781
61186486,20260207,21.234762092017306,54.68,0.006260219999999799,8.807997163039282,0.002596685555555555,0.01405591781207487,0.05514,209741,72,-0.8389173891177892
61188825,20260207,23.36448598130841,52.0,0.0494918399999988,0.0,0.0,0.005326945966007986,0.0,332981,72,-1.0
61524679,20260207,2.69648,52.0,0.1033659199999992,6.895599632838421,0.26433350145374707,0.010954452840601953,0.71277,289788,72,-0.8673923147531073
61583194,20260207,2182.06944,300.0,6.364344179999998,207.2730893695948,0.6045441340308584,0.008865231530527224,1319.1572800000001,384103,72,-0.30908970210135067
61622102,20260207,100000.0,60.0,0.7477592299999991,66.80131517734668,0.000499513,0.004780845421931056,49.9513,3065,72,0.113355252955778
61702785,20260207,0.8682062858135093,52.0,0.0372381799999999,0.0,0.0,0.004937418821584602,0.0,133808,72,-1.0
61777401,20260207,4432.506930000003,300.0,11.881192509999998,227.87231228862566,0.6108044167231562,0.013002977751142408,2707.39481,694307,72,-0.24042562570458112
61879187,20260207,66.1471,54.0,1.5291670999999987,43.25694686996604,1.0,0.011986183739433828,66.1471,840301,72,-0.19894542833396217
62108188,20260207,46.08294930875576,52.0,0.10987818999999929,20.17943688369834,0.048114976,0.008314916242272829,2.2172799999999997,155760,72,-0.6119339060827242
62141274,20260207,284.49023000000017,3000.0,0.758970299999999,374.01028735907107,0.9977941949008227,0.007887358198843007,283.8627,45402,72,-0.8753299042136429
62187452,20260207,3.25476,380.0,0.0138394999999995,99.38364825319194,0.42258722609347543,0.001906200317965024,1.37542,1199,72,-0.7384640835442318
62297437,20260207,6.289308176100629,58.0,0.036082419999999296,14.352418712492403,0.08234133,0.029157814871016693,0.51787,3843,72,-0.7525445049570275
62338437,20260207,151.5151515151515,52.0,0.869796189999997,13.602577403793918,0.07808770200000001,0.02165416881111683,11.83147,841481,72,-0.7384119730039631
62435576,20260207,363.6363636363636,104.43,0.34070405999999875,22.91088048671926,0.0214660325,0.006803045272272912,7.805829999999999,11706,72,-0.7806101648308028
62632452,20260207,1000.0,300.0,0.6336520499999971,106.2013292626455,0.06729469,0.0048997038233710285,67.29469,21837,72,-0.645995569124515
62699077,20260207,44.67285000000001,60.0,1.0580723799999983,34.75645021562708,0.8232033550579376,0.0035927428980663642,36.77484,3010,72,-0.4207258297395486
62719771,20260207,19.466780000000004,160.0,0.13359869999999863,88.12675572442039,0.6048057254461189,0.013492176386913229,11.773620000000001,3794,72,-0.44920777672237255
62766768,20260207,34.31616,50.63,0.9474606899999991,23.51535027801525,0.6492530049982282,0.023577092511013215,22.279870000000003,8028,72,-0.5355451258539354
62854671,20260207,363.6363636363636,57.4,2.284162339999999,17.06687362685439,0.1072046525,0.0011314190767952646,38.983509999999995,6537,72,-0.7026677068492265
62863799,20260207,26.5748031496063,65.54,0.30854336999999954,27.733702396522126,0.3219986222222222,0.0034383954154727794,8.55705,6960,72,-0.5768431126560555
62864009,20260207,1.0332357499569484,52.0,0.00049049,0.0,0.0,0.0007419257127711938,0.0,3919,72,-1.0
62868895,20260207,1083.0701399999996,81.2,9.66944152,66.65794696279418,0.5951093065865524,0.08475077414843672,644.54512,84844,72,-0.17908932311829825
62904543,20260207,1000.0,299.26,0.0049137499999999,0.0,0.0,0.045003808073115006,0.0,5909,72,-1.0
62968126,20260207,1000.0,209.58,0.037234579999999795,29.915739616238614,0.0011139,0.9870634920634921,1.1139,12437,72,-0.8572586142941186
63018312,20260207,969.31033,280.0,2.373022949999998,132.30025019353494,0.32389165810293186,0.02289089137847053,313.95153000000005,9399,72,-0.527499106451661
63024133,20260207,1000.0,77.59,0.12709319999999819,15.419078282709286,0.00195966,0.733083109919571,1.95966,54688,72,-0.8012749286930109
63024390,20260207,1000.0,84.69,2.7926086299999984,34.97746477994665,0.09767837,0.008940600122473974,97.67837,5840,72,-0.5869941577524306
